COURSE_NO,COURSE_TITLE,BILL_HR_LOW,BILL_HR_HIGH,COLLEGE,DEPT,LEVEL,GRADE_MODE,SCHEDULE_TYPE,AVAILABILITY,PRE_REQ,DESCRIPTION
POPL432,Sust.Plan.& Prot.of Cult.Reso.,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,POPL200 ,"The course links together theoretical debates about sustainability and the protection of cultural resources with the practical dimensions of environmental policy formulation and its implementation. The planning system is taken as a reference point because it provides one of the most sophisticated mechanisms for regulating environmental change. Students gain an insight into problem definition and the application of leading‐edge solutions to those problems by business, government, and regulatory bodies"
POPL439,Env. Impact Assessment,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,,This course seeks to introduce students to environmental impact assessment. Particular attention will be given to the concepts used in understanding how to interpret relevant laws and regulations in this regard. The course will adopt a case study approach through and will offer students a project based assessment where an environmental impact assessment is developed
POPL450,Urban & Regional Economics,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,,"Urban economics is the study of cities, of the economic activities therein, and of the determinants ofthose activities. This course studies the main economic forces that lead to the emergence of cities and regional agglomeration, and the effects on worker productivity, urban amenities, and congestion. Students will discuss the problems in measuring these urban characteristics, the methodologies to do it, as well as the design of optimal urban policy. Students also will study the economic theory and evidence on the internal structure of cities, as well as the policies that can enhance urban living. Finally, the course analyzes the role cities play in aggregate economic development"
POPL452,Urban Plan. & Development,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,POPL353 ,"Planning professionals define, analyse, and solve urban problems on many different scales. The planning process engages businesses, communities, citizen groups and elected officials to define, organize and better understand our physical, natural and social environments. Urban planning aids public administrators in making better decisions about problems related to: land use, transportation, housing, economic development, and appearance and design of communities"
POPL470,Comm.Fun.for Lead.in Pub.Poli.,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,POPL200 ,"This course provides an overview of major theories, key concepts, application strategies and research methods of communication theories and the interplay among leaders in public policy, the mass media, society, and individual citizens. It covers: 1) both classic communication theories and new approaches as related to multimedia and online communication; 2) the operation, process, and effects of the media and related communication industries; 3) various research methods in mass, interpersonal, organizational and intercultural communication; and 4) the interrelationship among communication, media and society"
POPL485,Public Policy&Know. Based Econ,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,,"This course provides a wide treatment in the introduction to the economic analysis of public policy issues. The course deals with microeconomic theory, and the use of analytical tools in their application to key policy case studies of spending, taxing and financing activities of government. Focus is given to new developments in public economics such as behavioral public economics and policy innovations"
POPL486,Alternative Energy,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,This course will introduce students to the major theoretical frameworks to understand how societies design and implement alternative energy policies. The course will also examine how the energy industry is responding to alternative energies and how the figure in an energy supply matrix. These issues will be illustrated through case studies
POPL488,Public Policy Plan.&Analysis,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,,"This course analyzes policy and planning issues through microeconomic theory and statistical methods. Analytic modeling and data manipulation will be applied. This course will encompass needs assessment and market failure analysis, extrapolation and simple forecasting, visual presentation, interpretation of data in addition to indexing and simple risk analysis. These concepts are applied on case studies involving urban and regional policy and planning issues."
POPL490,Internship,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","IN-Internship , ",S,,"Students will have ongoing opportunities for practical application of policy development theory and professional skills and networks through a required internship, which will provide direct contact with the operating realities of government, multinational institutions, or nongovernmental organizations"
POPL499,Capstone,3,,Arts and Sciences,International Affairs,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ","F,S",EDUC201 ,"This Capstone course allows students to explore their workplace interest, produce an original report that meaningfully contributes ideas to their respective workplace area of interest—such as in government and the non‐profit sector. This experience opportunity for students to explore their career interests with greater intensity than is possible in a single course. Through development of a report, students demonstrate their experience with design, execution, analysis, and presentation of ideas within their respective chosen profession"
PSYC201,Fundamentals of Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"This course is intended for the scientific study of the behavior of the organism that aims to familiarize students to the history, theories and applications of psychology and its various fields of study as well as the research methods that explain the behavior. This course offers a large number of topics including; research methods in psychology, statistics, biological bases of behavior, learning, memory, sensation and perception, personality, normal and abnormal behaviors. This course is a step for the specialization in the field of psychology"
PSYC203,Health Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",PSYC201 ,"covers This course various theoretical prepective, models and research it surveys the biological, behavioral and social factors that influence health ."
PSYC205,Social Psychology,3,,Education,Psychological Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"Social Psychology is the scientific study of the way in which people’s thoughts, feelings, and behaviors are influenced by the real or imagined presence of other people. This course will focus on three major categories: (a) thinking about the self and the others,(b) evaluating persons and relationship, and (c) interacting with other people. Thinking about the self. Evaluating persons and relationships involves attitudes, attitude change, prejudice, interpersonal attraction, and close interpersonal power, and groups."
PSYC206,Introduction to Social Psyc.,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"Social Psychology is the scientific study of the way in which people’s thoughts, feelings, and behaviors are influenced by the real or imagined presence of other people. This course will focus on three major categories: (a) thinking about the self and the others,(b) evaluating persons and relationship, and (c) interacting with other people. Thinking about the self. Evaluating persons and relationships involves attitudes, attitude change, prejudice, interpersonal attraction, and close interpersonal power, and groups"
PSYC207,Cultural Issues in Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"A survey of theory and research on cultural issues in psychology, including how cultural background influences the way we think and feel about ourselves and others, how our culture affects our conception about intelligence and abnormality and how we bring up our children. The course offers fundamental concepts, theoretical perspectives, controversies, and methodological issues in the study of culture and human behavior."
PSYC210,Biological Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"Biological psychology involves the study of the relationships  between psychological processes (for example sensation,  perception, and action,) and related physiological responses.  The program covers four important aspects of biological  psychology: (1) Important concepts in genetics, anatomy,  physiology, and psychology. (2) Methods and techniques to  obtain psycho-physiological data. (3) How do we think about the  relationships between psychological processes and the related  neurological and glandular activity? (4) Implementations of  physiological psychology in the fields of psychology."
PSYC220,Fund. of Sport &Exercise Psyc.,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course exposes students to the psychological and mental  aspects of sport and physical exercise as well as the  psychological outcomes and costs of this engagement. The  course also examines theories and research of sport and  exercise science as they apply to the personal and  environmental factors affecting motor performance outcomes  and to the ABCs of sport and physical activity participation  (Affect, Behavior and Cognition)."
PSYC221,Research Design & Statistics,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,PSYC201 ,"This course is designed to help students understand what research is, how it is conducted, and its place in academic disciplines. It covers descriptive and differential statistics and provides students with valuable statistical procedures and their application to research in psychology. Students will utilize SPSS in their statistical analysis"
PSYC300,Psychology of Personality,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",PSYC201 ,This course surveys major contemporary and classical theories of personality. Students will learn various concepts and their interrelations within each theory. Emphasis is placed on understanding how personality influences behavior
PSYC301,Developmental Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,PSYC201 ,"An overview of the psychology of humen life span development including intellectual, social, and emtional aspects of the normal individual, with a major emphasis on childhood and adolescent developmenet."
PSYC302,Cognitive Social Psyc.,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course provides an overview of social cognition, which  refers to two main topics: 1) How individuals think about social  structure, social processes, and social objects. 2) How social  structure influences what individuals think. Other issues the  course covers include the self, types of information processing,  influence and persuasion, attitudes and social attribution, and  stereotypes and prejudice. "
PSYC303,Abnormal Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,PSYC300 ,"In‐depth study of classifications, symptoms, and etiology of psychological disorders and behavior pathology"
PSYC304,Cognitive Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PSYC206 ,"An examination of theory and research on attention, memory, language, comprehension, reasoning, problem‐solving, and decision‐making. Course includes recitation and laboratory"
PSYC306,Emotion & Motivation,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",PSYC206 ,This course surveys research findings and theories in the field of motivation and emotion. Animal and human studies are examined and the interaction between motivation and emotion with a heavy emphasis on their psychological foundations.
PSYC310,Forensic Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course illustrates the role of psychology in criminal science  by introducing students to the relationship between psychology  and law, and by presenting related concepts such as criminal  behavior, psychological motivations, and behavior-explained  theories. This course provides a comprehensive presentation of  the criminal and legislative applications of psychology, the role  of psychology in criminal institutions, crime prevention, methods  of research and measurement in criminal psychology, as well as  the relationship of criminal psychology to other branches of  psychology."
PSYC321,Quant. &Qualit. Meth. in Psych,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"The primary goal of this course is to provide students with an  understanding of and hands-on experience in the quantitative  and quantitative methods necessary to do research in  psychology. This includes in one side understanding and  applying basic experimental methodologies, statistical analysis,  and graphing data in a meaningful and appropriate way. On the  other side, it includes different types of qualitative research  methods including diary accounts, in-depth interviews,  documents, focus groups, case study research, and  ethnography. Through real examples from literature and  simplified hypothetical examples, students will gain an  understanding of which basic analyses are appropriate for  different types of data and different research questions. This  course also aims to help students see research in psychology  as an exciting, interesting field that has many applications in the  real world. "
PSYC400,Prin.of Cognitive Beha Therapy,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,PSYC304 ,This course provides students with the basic principles of cognitive behavior therapy as an important model of therapeutic intervention. The course allows students to review and apply the fundamental aspects of cognitive therapy.
PSYC401,Psychological Helping Skills,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,PSYC303 AND PSYC304 ,This course introduces students to basic helping skills used by mental health professionals and explores empirically supported models of the helping and change process. Students are given opportunities to apply the skills learned
PSYC402,Counselling Over the Lifespan,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",PSYC401 ,"This courses covers counseling strategies to enhance human development, strategies based on major findings of developmental theories and research from infancy to late adulthood"
PSYC403,Psychophysiology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,PSYC301 ,"Examination of the anatomy and physiology of several physiologic systems, the relationships between behavior and physiology, and the importance of individual differences in physiological responses"
PSYC404,Psychology of family relations,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",PSYC206 ,"The course invites students to think about the family unit in terms of its systemic and relational processes. It discusses the reciprocal relationships between family functioning and child development. The course introduces students to types of families and helps them to identify and to distinguish between functional vs. dysfunctional families and family processes. It also introduces family measurement issues in clinical practice and research while remaining sensitive to family variability (ethnic, socioeconomic, structural, and special needs)."
PSYC405,Practicum,6,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","ST-Practicum and Student Teaching , ","F,S",PSYC221 AND PSYC400 AND PSYC401 AND PSYC403 AND PSYC406 ,"This 250-clock hour's field practicum placement builds on the competencies and skills student gained during their academic training in Psychology. Students in their field placements will engage in professional activities and events that will help develop essential Psychology practice skills. The field practicum is educationally directed, coordinated, and monitored for all students. Structured learning opportunities are tailored to allow students to compare their practice experiences, integrate knowledge acquired in the classroom, and expand knowledge beyond the scope of the practicum setting. The practicum is"
PSYC406,Capstone,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ","F,S",PSYC221 AND PSYC400 AND PSYC401 AND PSYC403 AND PSYC405 ,"Building on their coursework and mentoring, students take a Capstone Experience in which they apply their knowledge and techniques to everyday psychological challenges facing clients in real‐world settings. They may take their field experience with such professionals as counselors, therapists, clinical psychologists, and school psychologists"
PSYC407,Clinical Psychology,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course presents students with an overview of clinical  psychology with a dual emphasis on theory and practice. The  main topics include theoretic models and methodological issues  in clinical psychology, psychological assessment, diagnosis  using both the DSM V and the ICD 11, psychotherapy  approaches, training, professional practice, forensics, current  controversies, and cross-cultural encountered in clinical  practice."
PSYC408,Recent Trends in Psychotherapy,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,This course is designed to develop students’ knowledge and  understanding of the theoretical principles that underpin motor  learning and development as it has been applied to sport and  physical activity settings. The course focuses on enhancing students’ knowledge of the main theories of learning and the  principles that contribute towards motor development. The  course introduces students to the changes in motor behavior  that take place across the lifespan. It also explains the  processes that underpin these changes and the factors that  affect them
PSYC410,Social Psychology,3,,Education,Psychological Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"Social Psychology is the scientific study of the way in which people’s thoughts, feelings, and behaviors are influenced by the real or imagined presence of other people. This course covers various topics, such as research methods in social psychology, group dynamics, social interaction, attitudes, values, prejudice, socialization process, anti-social/ pro-social behavior, and social power. "
PSYC411,"Cognit, Affect&Social Neuros.",3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course is designed to introduce the students to the  interdisciplinary field of social, cognitive and affective  neuroscience. We begin with the basics of the functional  anatomy of the human brain. We then move on to neuroscience  methods including cellular recordings, EEG/ERP, lesion  methods, structural and functional neuroimaging and brain  stimulation. We move after to cover the neural systems involved  in emotion, social cognition, executive function, learning and  memory, perception and development, addiction and abnormal  behavior."
PSYC415,Practicum,6,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","ST-Practicum and Student Teaching , ",,,"This 250-clock hour’s field practicum placement builds on the  competencies and skills student gained during their academic  training in Psychology. Students in their field placements will  engage in professional activities and events that will help  develop essential Psychology practice skills. The field practicum  is educationally directed, coordinated, and monitored for all  students. Structured learning opportunities are tailored to allow  students to compare their practice experiences, integrate  knowledge acquired in the classroom, and expand knowledge  beyond the scope of the practicum setting. The practicum is  taken concurrently with other psychology course."
PSYC416,Capstone,3,,Arts and Sciences,Social Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ",,,"Building on their coursework and mentoring, students take a  Capstone Experience in which they apply their knowledge and  techniques to everyday psychological challenges facing clients  in real‐world settings. They may take their field experience with  such professionals as counselors, therapists, clinical  psychologists, and school psychologists"
PTRS100,Found.of Movement Science,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,MEDI101 ,Foundations of Movement Science is a prerequisite course for Movement Science I and a required course for all students who have declared Physiotherapy as their major. It focuses on the fundamental knowledge required in human anatomy and functional movement analysis for physiotherapists.
PTRS210,Movement Science I,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",MEDI101 AND PTRS100 ,"This course introduces the learner to the principles of human movement across the lifespan. A theoretical framework is applied to the analysis of human movement using a systematic approach. Concepts of anatomy and physiology, biomechanics, joint kinematics, muscle and joint function, motor control, functional movement, and psychosocial variables are presented. Students apply basic measurement techniques across body systems including, vitals, biometric screening, range of motion, force production and endurance testing, functional movement assessment, and standardized outcome measurement. An introduction to the impact of disease and pathology on the movement system will emerge."
PTRS211,Rehabil.: Exerc.& Funct. I,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS100 ,"This course introduces students to the concept of rehabilitation, models of disability, and rehabilitation services in Qatar. In addition, students will learn the theories and principles of motor learning, motor control, balance and postural control. Students will be introduced to the role of the physiotherapist in the delivery of mobility training."
PTRS212,Critical Inquir. & Innova. I,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PUBH151 ,"This course will provide the students with an understanding of the development of research in the profession of physiotherapy and introduce the concept of evidence-based practice in healthcare. It will develop skills to enable the student to complete the steps required to seek, search, find and critically appraise published research and thereafter apply their findings in practice."
PTRS213,Health: The Lived Experience I,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",,This course introduces the student to the concepts of health as a personal lived experience informed by individual and societal factors. It considers the factors and experiences that have developed the students’ understanding of their own health and health behaviours and widens this learning out to encourage curiosity and knowledge about others’ health literacy and health beliefs. Students will be introduced to models of individual health behaviour change and how they can apply these in their practice. They will begin to develop knowledge and skills in communication and health coaching.
PTRS214,"Prof. Issu., Pract.&Persp. I",2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",MEDI102 ,"This course will situate the profession of physiotherapy in Qatar with a local, regional and global context. Students will be introduced to the history of the profession and its development to present day. In addition, the students will begin to examine their own learning styles as well as their preferred team roles and other interpersonal behaviour preferences. The students will begin to explore concepts related to emotional intelligence and will become more familiar and confident in reflective writing as a learning practice."
PTRS215,Practice Education I,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ","F,S",,The first practice education experience will provide physiotherapy students with supervised clinical observation across a variety settings. The clinical observation experiences will be used as a lens to consider issues related to professional practices and critical inquiry and integrated into their didactic learning.
PTRS216,Integration Lab I,1,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(P) - Pass/Fail , ","LB-Lab , ","F,S",PTRS100 ,"This lab is designed to allow physiotherapy students additional supervised practice and application of clinical skills that are introduced in the Movement Science and Rehabilitation, Exercise, & Function courses."
PTRS220,Movement Science II,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",MEDI101 AND PTRS100 ,"This course emphasizes the analysis of human movement in those with acute and persistent pain across the lifespan. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF) and the biopsychosocial approach to the comprehensive and systematic physiotherapy examination and evaluation of individuals with recent onset and persistent pain."
PTRS222,Critic. Inquir. & Innova. II,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS212 ,"This course will develop the skills required for critical appraisal of peer-reviewed research as informed by practice education experiences. Students will identify an aspect of physiotherapy practice from their weekly practice education placements and search the literature, identify a relevant research publication, critically appraise the paper and report of the findings. In addition, the student will practice developing knowledge translation through the development of peer and/or patient learning resource."
PTRS224,"Prof. Issu., Pract.&Persp. II",2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS214 ,"This course considers aspect of professional behaviours in healthcare and the profession of physiotherapy. It considers ethical theories and their application in professional practice. It draws on other perspectives that may inform our understanding of health such as philosophy, sociology and disability studies. It also introduces the concept of organisational behaviour and culture and how it may impact on the individual and organisation in terms of values, behaviours and service delivery."
PTRS226,Integration Lab II,0,3,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(P) - Pass/Fail , ","LB-Lab , ","F,S",PTRS216 ,"This lab is designed to allow physiotherapy students additional supervised practice and application of clinical skills that are introduced in the Movement Science and Rehabilitation, Exercise, & Function courses. "
PTRS230,Movement Science III,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS210 AND PTRS220 ,"This course emphasizes the analysis of human movement in those with musculoskeletal and orthopaedic dysfunction across the lifespan. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF) and the biopsychosocial approach to the comprehensive and systematic physical therapy examination and evaluation of individuals with musculoskeletal and orthopaedic conditions."
PTRS240,Movement Science IV,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS210 AND PTRS220 ,"This course emphasizes the analysis of human movement in those with neurological dysfunction across the lifespan. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF), the biopsychosocial approach, and the hypothesis-oriented approach (HOAC-II) to the comprehensive and systematic physical therapy examination and evaluation of individuals with neurological conditions."
PTRS250,Movement Science V,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS210 AND PTRS220 ,"This course emphasizes the analysis of human movement in those with cardiorespiratory conditions across the lifespan. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF) and the biopsychosocial approach to the comprehensive and systematic physiotherapy examination and evaluation of individuals with cardiorespiratory conditions."
PTRS317,Clinic. Reason. & Complex. I,0,3,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LB-Lab , LC-Lecture , ",S,PTRS215 ,"This course focuses on the individual and the organisation. In the case of the individual i.e. patient with complex needs, it is designed to integrate foundational knowledge to further develop the student’s clinical reasoning and decision-making. As the course relates to the organisation, the students will be introduced to principles of complexity science and how it informs health care delivery and its impact on their practice."
PTRS321,Rehabilitat. Exer. & Func. II,7,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS211 ,"This course is designed to introduce students to the principles of exercise prescription and its application as part of physiotherapy intervention and management in a variety of patient populations across the lifespan. In addition, students will incorporate self-management and health behaviour change strategies."
PTRS323,Health. Lived Experience II,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS213 ,"This course will further develop patient communication, narrative and history taking by integrating concepts from previous courses. It develops the knowledge and application of models and theories of health behaviour change. It moves beyond the individual to consider the social determinants of health. It includes the role of the physiotherapist in prevention and health promotion. It endeavours to create a learning environment where students can develop and apply critical thinking approaches to empowering patients/clients in their practice."
PTRS325,Practice Education II,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ",S,PTRS215 ,The second practice education course will provide physiotherapy students with supervised clinical practice in a work-based placement in one of the clinical sites affiliated with the Health Cluster. Practice education or clinical placements are undertaken in one of the core areas of physiotherapy practice. Students will develop their clinical skills and professional behaviours through this immersive and experiential learning experience.
PTRS331,Rehabilit. Exer. & Func. III,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS211 ,"This course applies the principles of exercise prescription, self-management, and health education to the physiotherapy intervention and management of women and children."
PTRS332,Critical Inq. & Innov. III,1,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS222 ,This course will introduce the concepts of innovation and entrepreneurship and their importance in healthcare and health services. Curiosity and creative thinking will be encouraged as students identify possible innovation in the delivery of physiotherapy or related services. The course will provide students with an opportunity to meet with and hear talks from innovators and entrepreneurs in the sector and will develop a proposal for an innovation in physiotherapy/healthcare. 
PTRS334,Prof. Issu. Prac. & Persp. III,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PTRS224 ,"This course ensures that students are prepared for their substantive practice education courses. In addition, they will be prepared for inter-professional team working and decision making. They will understand and be able to implement shared-decision making and ensure they are informed by their patients’ values and experiences. They will know how to examine the patient experience and understand its value and importance. "
PTRS335,Practice Education III,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ",S,PTRS325 ,The third practice education course will provide physiotherapy students with supervised clinical practice in a work-based placement in one of the clinical sites affiliated with the Health Cluster. Practice education or clinical placements are undertaken in one of the core areas of physiotherapy practice. Students will develop their clinical skills and professional behaviours through this immersive and experiential learning experience.   
PTRS336,Integration Lab III,1,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(P) - Pass/Fail , ","LB-Lab , ","F,S",PTRS226 ,"This lab is designed to allow physiotherapy students additional supervised practice and application of clinical skills that are introduced in the Movement Science and Rehabilitation, Exercise, & Function courses."
PTRS341,Rehabilit. Exerc. & Funct. IV,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PTRS331 ,"This course applies the principles of exercise prescription, self-management, and health education to the physiotherapy intervention and management of older adults."
PTRS346,Integration Lab IV,1,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(P) - Pass/Fail , ","LB-Lab , ",S,PTRS336 ,"This lab is designed to allow physiotherapy students additional supervised practice and application of clinical skills that are introduced in the Movement Science and Rehabilitation, Exercise, & Function courses."
PTRS360,Movement Science VI,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS250 ,"This course emphasizes the analysis of human movement in women and children. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF) and the biopsychosocial approach to the comprehensive and systematic physiotherapy examination and evaluation of women and children"
PTRS370,Movement Science VII,1,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ","F,S",PTRS250 ,"This course emphasizes the analysis of human movement in the aging adult. The students will apply their knowledge of theoretical and conceptual frameworks, including the International Classification of Functioning Disability, and Health (ICF) and the biopsychosocial approach to the comprehensive and systematic physiotherapy examination and evaluation of the aging adult."
PTRS427,Clin. Reson. Comp. II,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",F,PTRS317 ,"This course continues to focus on the individual and the organisation. In the case individuals, i.e. patient with complex needs, the students will learn about the physiotherapy management of people with mental health and psychiatric conditions. From an organizational perspective, they will develop their knowledge and skills in preparation for the assessment and management of occupational health and well-being."
